file,function,line,complexity,rank,type
backend/app/models/wallet_models.py,WalletCreate,12,1,A,class
backend/app/models/wallet_models.py,WalletPublic,22,1,A,class
backend/app/models/wallet_models.py,TransactionCreate,31,1,A,class
backend/app/models/wallet_models.py,TransactionPublic,45,1,A,class
backend/app/models/wallet_models.py,WalletWithTransactions,55,1,A,class
backend/app/models/user_models.py,UserBase,14,1,A,class
backend/app/models/user_models.py,UserCreate,23,1,A,class
backend/app/models/user_models.py,UserRegister,32,1,A,class
backend/app/models/user_models.py,UserUpdate,43,1,A,class
backend/app/models/user_models.py,UserUpdateMe,54,1,A,class
backend/app/models/user_models.py,UpdatePassword,61,1,A,class
backend/app/models/db_models.py,User,12,1,A,class
backend/app/models/db_models.py,Item,31,1,A,class
backend/app/models/db_models.py,Wallet,45,1,A,class
backend/app/models/db_models.py,Transaction,68,1,A,class
backend/app/models/api_models.py,UserPublic,18,1,A,class
backend/app/models/api_models.py,UsersPublic,28,1,A,class
backend/app/models/api_models.py,Message,35,1,A,class
backend/app/models/api_models.py,Token,41,1,A,class
backend/app/models/api_models.py,TokenPayload,48,1,A,class
backend/app/models/api_models.py,NewPassword,54,1,A,class
backend/app/models/item_models.py,ItemBase,10,1,A,class
backend/app/models/item_models.py,ItemCreate,17,1,A,class
backend/app/models/item_models.py,ItemUpdate,21,1,A,class
backend/app/models/item_models.py,ItemPublic,27,1,A,class
backend/app/models/item_models.py,ItemsPublic,34,1,A,class
backend/app/api/deps.py,_validate_token,32,3,A,function
backend/app/api/deps.py,get_current_user,54,3,A,function
backend/app/api/deps.py,get_current_active_superuser,74,2,A,function
backend/app/api/deps.py,get_db,22,1,A,function
backend/app/api/routes/misc.py,test_email,19,1,A,function
backend/app/api/routes/misc.py,health_check,31,1,A,function
backend/app/api/routes/users_profile.py,update_user_me,14,4,A,function
backend/app/api/routes/users_profile.py,update_password_me,37,3,A,function
backend/app/api/routes/users_profile.py,delete_user_me,65,2,A,function
backend/app/api/routes/users_profile.py,read_user_me,59,1,A,function
backend/app/api/routes/users_auth.py,register_user,13,2,A,function
backend/app/api/routes/wallets.py,create_transaction,129,6,B,function
backend/app/api/routes/wallets.py,_ensure_wallet_access,104,4,A,function
backend/app/api/routes/wallets.py,_convert_amount,40,3,A,function
backend/app/api/routes/wallets.py,create_wallet,69,2,A,function
backend/app/api/routes/wallets.py,_quantize,34,1,A,function
backend/app/api/routes/wallets.py,read_wallet,116,1,A,function
backend/app/api/routes/users_admin.py,update_user,98,5,A,function
backend/app/api/routes/users_admin.py,create_user,46,4,A,function
backend/app/api/routes/users_admin.py,read_user_by_id,75,4,A,function
backend/app/api/routes/users_admin.py,delete_user,124,3,A,function
backend/app/api/routes/users_admin.py,read_users,27,1,A,function
backend/app/api/routes/login.py,reset_password,84,4,A,function
backend/app/api/routes/login.py,login_access_token,27,3,A,function
backend/app/api/routes/login.py,recover_password,60,2,A,function
backend/app/api/routes/login.py,recover_password_html_content,109,2,A,function
backend/app/api/routes/login.py,test_token,54,1,A,function
backend/app/api/routes/items.py,read_item,49,4,A,function
backend/app/api/routes/items.py,update_item,82,4,A,function
backend/app/api/routes/items.py,delete_item,107,4,A,function
backend/app/api/routes/items.py,read_items,18,2,A,function
backend/app/api/routes/items.py,create_item,67,1,A,function
backend/app/api/routes/private.py,create_user,24,1,A,function
backend/app/api/routes/private.py,PrivateUserCreate,15,1,A,class
backend/app/alembic/env.py,run_migrations_online,53,2,A,function
backend/app/alembic/env.py,get_url,23,1,A,function
backend/app/alembic/env.py,run_migrations_offline,28,1,A,function
backend/app/alembic/versions/7b2a1c4e3f10_add_wallet_and_transaction_models.py,upgrade,23,1,A,function
backend/app/alembic/versions/7b2a1c4e3f10_add_wallet_and_transaction_models.py,downgrade,58,1,A,function
backend/app/alembic/versions/d98dd8ec85a3_edit_replace_id_integers_in_all_models_.py,upgrade,21,1,A,function
backend/app/alembic/versions/d98dd8ec85a3_edit_replace_id_integers_in_all_models_.py,downgrade,89,1,A,function
backend/app/alembic/versions/e2412789c190_initialize_models.py,upgrade,21,1,A,function
backend/app/alembic/versions/e2412789c190_initialize_models.py,downgrade,62,1,A,function
backend/app/alembic/versions/1a31ce608336_add_cascade_delete_relationships.py,upgrade,20,1,A,function
backend/app/alembic/versions/1a31ce608336_add_cascade_delete_relationships.py,downgrade,41,1,A,function
backend/app/alembic/versions/9c0a54914c78_add_max_length_for_string_varchar_.py,upgrade,25,1,A,function
backend/app/alembic/versions/9c0a54914c78_add_max_length_for_string_varchar_.py,downgrade,64,1,A,function
